year,age,sex,college,trantime,incwage_cpiu_2022
2009,27,Female,TRUE,40,97392.39260424982
2022,31,Female,FALSE,20,20000
2000,52,Male,FALSE,15,71375.50694
2014,33,Female,FALSE,15,37085.78881777665
2014,33,Male,FALSE,30,99444.30652190749
2019,21,Female,FALSE,35,33535.117641747536
2022,63,Male,TRUE,15,41000
2009,28,Female,FALSE,10,24462.658182692394
2009,27,Female,TRUE,15,98788.93394221476
2022,23,Male,FALSE,10,39000
1990,28,Male,FALSE,45,53750.95350468779
2019,32,Male,TRUE,60,61758.047387551655
1990,41,Female,FALSE,45,11646.03992601569
1990,32,Female,TRUE,5,123179.26844824287
2000,24,Female,TRUE,15,37727.05367081255
2009,52,Male,FALSE,30,12136.544303271428
2000,50,Female,TRUE,60,67976.67328074333
2009,31,Male,TRUE,53,101590.19947754676
2014,41,Male,FALSE,125,31267.028552267493
2019,29,Female,FALSE,25,1136.6090456090963
2009,40,Female,TRUE,15,105013.36232744128
2000,41,Female,TRUE,15,39086.58713642742
2019,49,Male,FALSE,20,22375.059036824387
1990,36,Male,TRUE,75,125418.89151093819
2022,52,Female,FALSE,35,34300
2022,35,Male,FALSE,45,40000
2000,19,Female,FALSE,5,3398.8336640371667
2022,49,Male,FALSE,45,80000
2000,17,Male,FALSE,5,1699.4168320185834
2019,31,Male,FALSE,2,37054.828432530994
2014,40,Male,FALSE,45,6180.964802962775
2009,42,Male,FALSE,60,31367.627708196746
2000,42,Male,FALSE,45,50982.504960557504
2014,30,Male,FALSE,30,98100.56477374339
2009,21,Female,FALSE,30,16308.438788461595
2000,32,Female,FALSE,20,22092.418816241585
2022,16,Female,FALSE,15,6000
1990,25,Female,TRUE,5,16125.28605140634
2019,49,Female,TRUE,10,11446.213953767334
2014,51,Male,FALSE,45,82923.82379654859
2022,20,Female,FALSE,5,8000
2019,33,Male,FALSE,40,83564.22959
2022,21,Female,FALSE,40,17000
2019,58,Female,TRUE,7,59688.57190471052
2000,51,Female,TRUE,25,84970.84160092917
2014,21,Male,FALSE,15,6286.041204613142
1990,50,Female,FALSE,10,58230.199630078445
2014,48,Female,FALSE,40,62856.703467249645
2014,37,Male,FALSE,17,91478.27908384906
2022,60,Female,FALSE,75,24000
2009,29,Female,FALSE,15,26813.866450906793
2022,37,Female,TRUE,25,204000
2019,39,Male,FALSE,30,37054.828432530994
2000,42,Female,FALSE,25,50982.504960557504
2000,60,Male,FALSE,15,169941.68320185834
1990,30,Female,FALSE,35,69428.31494355507
2019,46,Female,TRUE,15,90726.12566174603
2022,59,Female,TRUE,30,85000
1990,17,Female,FALSE,15,3359.434594042987
2000,30,Female,TRUE,60,67976.67328074333
2022,27,Male,TRUE,30,42000
2019,26,Male,TRUE,25,51331.69109706499
2019,60,Female,FALSE,10,17906.45710927362
1990,34,Male,FALSE,10,43448.68742
2019,61,Male,TRUE,10,119377.14380942105
2019,25,Male,FALSE,40,34144.05622408796
2009,45,Male,FALSE,45,56450.81939555129
1990,30,Male,FALSE,5,55990.57656738312
2000,41,Female,FALSE,35,37387.170304408835
1990,41,Male,FALSE,10,24635.853689648575
2009,46,Female,FALSE,35,61371.44551603711
2022,57,Female,TRUE,10,37000
2014,34,Male,FALSE,20,22628.51214364672
2019,32,Male,TRUE,30,82756.12688573783
2014,32,Female,FALSE,10,78165.71709122784
2019,58,Female,TRUE,30,11653.390426330523
2022,46,Male,FALSE,40,35000
2022,54,Male,FALSE,45,35000
2009,42,Female,TRUE,22,51992.52483128628
1990,38,Female,FALSE,40,31354.722877734548
2019,49,Male,TRUE,30,180630.41316161156
2009,39,Female,FALSE,15,20386.230390527173
2009,41,Male,FALSE,40,54362.82643810567
2014,50,Female,FALSE,20,22628.51214364672
2000,34,Male,FALSE,20,47583.67129652033
2022,16,Male,FALSE,30,130
2019,41,Male,FALSE,10,45784.855815069335
2000,28,Female,FALSE,10,16994.168320185832
2022,48,Female,TRUE,20,18000
2019,69,Female,TRUE,20,98812.87582008264
2022,22,Female,TRUE,45,10000
2022,59,Female,TRUE,22,89000
2019,29,Male,TRUE,15,25181.670698288137
1990,48,Male,FALSE,15,51511.330441992475
2000,86,Female,FALSE,5,33988.336640371665
1990,18,Male,FALSE,15,17789.325986988966
2022,75,Male,FALSE,1,64000
2014,46,Male,TRUE,30,94069.33952925107
1990,53,Male,FALSE,5,106980.07483576758
2014,43,Male,FALSE,10,49447.71842
2019,62,Male,TRUE,20,30879.596004473515
1990,23,Female,FALSE,10,31354.722877734548
2000,34,Male,FALSE,25,43335.12921647388
2019,49,Male,FALSE,10,23169.42628521584
2009,46,Male,TRUE,60,682251.3578928807
2019,58,Male,FALSE,70,107438.7426556417
2019,39,Female,TRUE,20,74109.65686506199
2009,38,Female,TRUE,10,143841.03019058742
2022,47,Female,FALSE,20,36000
2009,41,Male,FALSE,5,95466.69302494661
2022,46,Female,FALSE,5,50000
2019,45,Male,FALSE,20,7804.028673678568
2022,33,Male,FALSE,20,13000
2000,45,Female,TRUE,25,17843.876736195125
2019,42,Male,FALSE,30,43231.205481983845
2009,57,Female,FALSE,20,49394.46697110738
2022,65,Female,FALSE,30,51000
2019,53,Female,FALSE,15,172923.67730654002
2000,22,Male,TRUE,10,18693.585152204418
2022,50,Male,FALSE,3,40000
2019,20,Male,FALSE,15,2330.4491609870292
2022,36,Male,FALSE,15,83000
2009,30,Male,FALSE,60,115520.15379978683
2019,28,Male,FALSE,10,17169.320930651003
2022,37,Female,FALSE,8,5000
2000,49,Male,TRUE,40,0
1990,43,Male,FALSE,45,38073.59206582052
2014,48,Male,TRUE,45,40646.02454428321
2014,41,Male,FALSE,45,49447.71842
2000,40,Male,FALSE,20,35687.75347239025
2014,58,Male,TRUE,100,214326.1907356948
2019,54,Female,FALSE,25,79982.70924
2009,38,Male,TRUE,25,141127.04848887824
2019,46,Male,TRUE,10,0
2009,52,Female,TRUE,15,150019.08903920182
2022,37,Female,FALSE,25,40000
2014,45,Male,FALSE,15,82970.79913
2019,45,Male,TRUE,10,68677.28372260401
1990,22,Male,FALSE,20,40313.21512851585
2009,19,Male,FALSE,2,16229.337814240926
1990,59,Male,FALSE,25,25737.748236494674
2019,29,Female,FALSE,20,34961.315900386944
1990,31,Male,FALSE,15,26875.476752343897
2022,42,Female,TRUE,20,100000
2000,51,Male,FALSE,3,118959.17824130083
2019,47,Male,FALSE,20,104871.3568658117
2022,60,Male,FALSE,10,80000
2014,42,Male,TRUE,35,101367.82276858951
1990,33,Male,TRUE,30,89584.92251
2014,62,Male,FALSE,30,15453.64820036753
1990,34,Male,TRUE,10,96303.79169589897
1990,28,Female,FALSE,15,11198.115313476625
2000,38,Female,FALSE,30,23791.835648260167
2000,27,Male,FALSE,157,59479.58912065042
2000,33,Female,FALSE,55,37387.170304408835
2019,79,Male,FALSE,40,29843.71364165757
1990,40,Female,FALSE,20,47032.084316601824
2022,31,Male,TRUE,30,61000
2000,41,Male,FALSE,30,47583.67129652033
2019,24,Male,FALSE,45,18291.0499
2009,35,Female,TRUE,65,58051.93221856968
2019,33,Female,TRUE,45,198111.07111180504
2009,20,Male,FALSE,5,21169.057273331735
2014,29,Male,FALSE,75,59926.92615064529
2022,72,Female,TRUE,25,70000
2019,34,Male,TRUE,20,8780.390723934923
2022,65,Female,FALSE,15,24500
2009,52,Male,TRUE,7,81828.59402138281
1990,52,Female,FALSE,10,53750.95350468779
2000,45,Male,FALSE,45,64577.839616706166
2019,36,Female,FALSE,35,24703.21895502066
1990,16,Male,FALSE,15,1343.7738376171949
2022,31,Female,TRUE,25,30000
2014,51,Female,FALSE,25,22963.52044
2022,39,Male,FALSE,20,35100
1990,44,Female,FALSE,15,0
2022,67,Male,FALSE,5,0
1990,43,Male,FALSE,10,67188.69188085974
2019,54,Male,FALSE,35,29644.54951886202
2000,53,Female,TRUE,25,40106.23723563857
2009,49,Female,FALSE,15,28225.409697775645
2009,55,Female,TRUE,15,101929.7881427355
2014,29,Male,TRUE,75,134384.06436009545
2009,22,Female,FALSE,20,8561.998554437356
2022,29,Male,TRUE,25,85000
2019,25,Female,TRUE,45,15518.776878517752
2000,32,Male,TRUE,162,50982.504960557504
2000,58,Male,TRUE,40,152947.5148816725
2019,46,Male,FALSE,35,61758.047387551655
2009,55,Male,FALSE,20,19026.51191987186
2019,55,Female,FALSE,15,91569.71163013867
2000,23,Male,FALSE,30,42485.420800464584
2022,59,Male,FALSE,15,57000
2014,54,Female,FALSE,30,42991.08259052729
2019,59,Female,FALSE,15,85846.60465325501
2009,59,Female,TRUE,5,52506.68116372064
2009,35,Male,FALSE,45,89899.62101169187
2022,42,Female,FALSE,40,14000
2014,34,Female,TRUE,20,32048.30250336199
1990,34,Male,TRUE,30,7838.680719433637
2000,21,Female,TRUE,20,13255.451289744951
2009,53,Female,FALSE,45,73386.61073817682
1990,24,Female,TRUE,20,53750.95350468779
2014,51,Female,TRUE,15,392223.0111156876
2014,55,Male,FALSE,10,51065.895009117856
2000,57,Female,FALSE,10,8836.967526496634
2014,54,Female,FALSE,45,27196.24513303621
2009,27,Male,FALSE,10,70421.68801480204
2014,49,Female,FALSE,10,36283.49958635208
2000,23,Male,FALSE,10,407.8600397
2009,36,Male,FALSE,5,12701.161602018969
2000,52,Male,TRUE,15,195432.9356821371
1990,46,Male,FALSE,5,85105.67638242235
2014,44,Male,TRUE,3,287044.00544959126
2019,37,Male,TRUE,30,99055.53555590252
1990,17,Female,FALSE,15,6270.944576
2019,58,Female,TRUE,15,103716.43387787657
2019,35,Male,FALSE,30,20054.91146839575
2009,42,Male,FALSE,45,23104.303521937436
2022,60,Male,FALSE,45,115000
2000,44,Male,FALSE,20,67976.67328074333
2014,55,Female,TRUE,45,145826.26640334015
2000,18,Male,FALSE,3,7477.4340608817665
2000,32,Male,FALSE,15,59479.58912065042
2019,51,Male,TRUE,10,69169.47092
2014,62,Female,TRUE,30,12094.911926437559
1990,43,Female,FALSE,5,15677.361438867274
1990,19,Female,FALSE,13,20156.607564257924
2019,53,Male,TRUE,40,202940.22877889947
1990,44,Female,FALSE,40,41433.02665986351
2022,18,Male,FALSE,10,7000
2009,34,Female,TRUE,10,47982.92372423853
2022,18,Female,FALSE,3,15000
1990,32,Male,TRUE,5,19023.35829453409
2009,63,Female,TRUE,20,60084.00897010069
2019,27,Female,TRUE,5,21368.936830288236
2000,29,Male,TRUE,8,0
2000,57,Male,TRUE,40,0
2014,21,Male,FALSE,20,11942.860192284674
2019,26,Male,FALSE,30,58533.64892
2022,61,Male,TRUE,2,250000
2022,38,Female,TRUE,60,80000
2009,47,Male,TRUE,90,89697.77714643913
2000,52,Male,FALSE,25,173340.5168658955
2022,42,Female,TRUE,50,75000
2009,45,Female,FALSE,20,46208.60704387487
2019,63,Male,FALSE,20,117340.86234704583
2022,31,Female,FALSE,45,41000
2014,32,Male,FALSE,15,42099.787465940055
2000,52,Male,TRUE,5,132554.51289744952
2009,35,Female,FALSE,3,19162.89291
2009,19,Female,FALSE,5,8182.859402138281
2009,26,Male,TRUE,45,43490.53391246461
1990,38,Male,TRUE,30,156773.61438867275
2022,63,Female,TRUE,90,130000
2014,24,Male,FALSE,15,15632.89617965345
2022,57,Male,TRUE,45,62000
2019,22,Male,TRUE,10,19687.488000479814
2009,46,Female,FALSE,25,1636.5718804276562
2009,53,Female,FALSE,30,57862.36264242014
2022,35,Female,FALSE,15,12000
1990,47,Male,FALSE,25,49271.70737929715
2022,43,Female,FALSE,30,33000
1990,58,Female,FALSE,15,58230.199630078445
2022,16,Female,FALSE,5,2700
2019,29,Female,FALSE,45,21950.40449913962
1990,30,Male,FALSE,5,0
2009,47,Male,FALSE,15,116870.32560113964
2000,29,Female,TRUE,12,56080.75545661325
2014,40,Female,FALSE,35,30673.655931183068
1990,24,Female,TRUE,75,19036.79603291026
2014,36,Male,FALSE,15,86533.50724147884
2014,23,Female,FALSE,45,12757.511353315167
2022,24,Male,TRUE,30,4000
2000,33,Male,TRUE,10,122358.0119
2019,34,Male,FALSE,5,37314.65748928151
2009,50,Male,FALSE,30,28776.388897519624
2019,51,Male,FALSE,40,112400.67640459984
2019,45,Female,TRUE,20,57300.891673954655
2000,32,Male,FALSE,10,29399.911193921493
2019,55,Male,TRUE,10,56869.369407897626
2019,37,Male,TRUE,30,69508.27885564751
1990,38,Male,FALSE,10,89584.92251
2022,42,Female,FALSE,40,35000
2000,66,Male,FALSE,25,35687.75347239025
2022,49,Male,FALSE,35,70000
2014,46,Male,TRUE,40,110735.69302395989
2014,61,Female,FALSE,15,9407.428430109343
2019,49,Male,TRUE,35,111874.15056272656
2014,17,Female,FALSE,5,4560.315831625935
2019,54,Male,FALSE,25,15518.776878517752
2009,21,Female,TRUE,25,11865.146133100508
2022,57,Male,FALSE,30,35000
2000,52,Male,FALSE,40,84970.84160092917
2014,18,Female,FALSE,10,6378.7556766575835
2019,31,Male,FALSE,15,35712.187535754085
2019,17,Male,FALSE,9,4323.235010337922
2019,61,Male,FALSE,30,74385.51062134778
2014,26,Male,FALSE,14,35174.63450070056
2000,46,Male,TRUE,5,178438.76736195126
2009,25,Female,TRUE,15,74015.3271
2019,18,Female,FALSE,10,2439.188193547819
2019,48,Female,FALSE,7,0
2009,48,Female,FALSE,20,81828.59402138281
2019,20,Male,FALSE,5,5969.200576889665
2019,49,Female,TRUE,40,106091.5232732833
2009,42,Male,FALSE,60,65235.11896374673
2022,37,Male,FALSE,5,163000
2014,54,Female,TRUE,30,80372.32152588555
2019,37,Female,FALSE,5,5969.200576889665
2019,23,Male,FALSE,50,23779.509488951637
2019,34,Female,FALSE,2,26827.63626483988
2000,43,Male,FALSE,45,40786.00397
1990,51,Female,TRUE,20,1254.188915109382
2022,35,Female,FALSE,15,1200
1990,43,Male,FALSE,35,120939.64538554754
2014,49,Male,TRUE,45,485823.8335128741
2022,62,Female,FALSE,5,41600
2009,64,Male,FALSE,20,30117.014029569946
1990,40,Female,FALSE,20,47032.084316601824
1990,27,Male,FALSE,30,20156.607564257924
2014,42,Female,FALSE,10,16935.843560118003
1990,51,Male,TRUE,20,163492.4835767587
2022,73,Female,FALSE,15,22000
2009,20,Female,FALSE,15,2902.187467958377
2022,16,Female,FALSE,15,10000
2009,36,Female,FALSE,30,78825.48462079806
2022,46,Male,FALSE,2,96000
2019,39,Male,FALSE,30,45784.855815069335
2009,83,Male,TRUE,30,12701.161602018969
2019,21,Female,FALSE,15,5969.200576889665
2019,61,Male,FALSE,25,20603.185116781202
1990,59,Male,FALSE,10,43672.64972255883
2019,52,Female,FALSE,20,36583.244417635775
2019,54,Female,FALSE,30,41095.34195821086
2009,28,Male,TRUE,10,40914.29701069141
1990,43,Male,FALSE,15,20156.607564257924
2000,24,Female,FALSE,15,50982.504960557504
2000,18,Male,FALSE,15,15294.75148816725
2014,41,Male,FALSE,22,37713.774841757666
2022,51,Male,FALSE,15,486000
1990,50,Male,FALSE,20,49271.70737929715
2000,64,Male,TRUE,5,20393.00198
2014,73,Male,FALSE,10,2605.894760929106
2014,60,Male,FALSE,20,70349.26900140112
2022,19,Male,FALSE,12,6000
2014,27,Female,FALSE,40,58625.21496314133
2000,61,Male,FALSE,25,37387.170304408835
1990,59,Female,TRUE,15,82866.05331972703
2000,46,Male,TRUE,45,82251.77466969943
1990,41,Male,TRUE,15,53567.30441354678
2009,42,Female,FALSE,2,4045.060164457024
1990,26,Female,FALSE,60,38073.59206582052
2014,33,Male,FALSE,10,154541.42677551767
1990,42,Female,TRUE,2,53750.95350468779
2019,36,Male,TRUE,126,65656.62786020481
2014,42,Male,FALSE,10,58625.21496314133
2014,30,Male,FALSE,20,27657.34510733723
1990,31,Male,FALSE,5,35833.969003125196
2022,42,Male,TRUE,10,90000
2000,30,Female,TRUE,10,57100.40556
2019,62,Male,FALSE,60,62928.99507502205
2019,23,Female,FALSE,15,19763.03301257468
2014,75,Male,TRUE,25,56570.66226
2014,30,Male,TRUE,35,69141.50848
2019,33,Male,FALSE,20,55867.82568694298
2022,26,Female,FALSE,30,70000
2000,48,Female,FALSE,20,22092.418816241585
2022,33,Female,TRUE,60,70000
2022,39,Female,FALSE,35,76000
2009,46,Male,FALSE,10,63276.68794683497
2014,55,Male,FALSE,10,36283.49958635208
2000,41,Male,FALSE,20,1019.6500992111501
2009,25,Male,TRUE,20,8840.215774110056
2014,51,Male,FALSE,60,27443.48372515472
2019,24,Female,TRUE,35,55582.81495949418
2014,50,Male,FALSE,20,67990.61283259052
1990,28,Male,FALSE,30,40313.21512851585
2014,60,Male,FALSE,90,14834.315527110659
2019,30,Male,FALSE,10,11653.390426330523
2009,34,Male,FALSE,60,44949.81050584593
2019,24,Female,TRUE,50,19763.03301257468
2009,38,Male,FALSE,30,20976.760077381485
2000,30,Male,FALSE,15,67976.67328074333
2000,47,Female,FALSE,15,49283.08812853892
2022,58,Female,TRUE,20,128000
2009,32,Male,FALSE,8,23220.22736346773
2000,25,Female,FALSE,60,7817.317427285484
1990,52,Male,FALSE,1,67188.69188085974
2014,60,Male,FALSE,25,39165.06537749332
2019,27,Female,FALSE,30,36475.650006470365
2014,69,Male,FALSE,20,18625.719337248025
2009,17,Female,FALSE,10,3000.3817807840364
2019,44,Female,FALSE,12,44750.11807364877
2000,78,Male,FALSE,5,20393.00198
2014,34,Female,FALSE,45,41485.39956452555
2009,38,Female,FALSE,20,44949.81050584593
2014,23,Female,FALSE,25,22147.633081976215
2022,59,Male,TRUE,137,708000
2009,16,Male,FALSE,15,544.1601502421958
1990,41,Female,TRUE,5,26875.476752343897
2019,65,Male,TRUE,42,14632.83991849616
2009,48,Male,TRUE,5,743740.0910603484
2014,59,Female,FALSE,75,41233.21620056467
1990,40,Female,TRUE,15,134101.91012500797
2014,49,Male,FALSE,5,51030.04541326067
2014,24,Male,FALSE,10,24723.85921
2000,28,Female,FALSE,15,19883.176934617426
2009,59,Female,FALSE,40,33976.59605
2009,31,Male,FALSE,5,31928.153577243218
2022,22,Male,FALSE,5,29700
2019,26,Male,TRUE,25,27457.17803229708
2009,26,Female,FALSE,10,25471.877508956113
2014,60,Female,FALSE,10,9822.789264868441
1990,26,Female,FALSE,15,27202.461719497416
2014,38,Male,FALSE,20,125712.17074153869
2019,51,Female,FALSE,20,6422.470649458852
2009,57,Female,FALSE,80,54362.82643810567
2000,19,Female,FALSE,20,10196.50099
2019,63,Male,FALSE,5,11653.390426330523
2022,23,Female,TRUE,30,15000
2019,60,Male,TRUE,25,0
2000,19,Male,FALSE,45,0
2022,31,Male,TRUE,15,30000
1990,45,Female,FALSE,25,80483.09438
1990,42,Male,FALSE,20,0
2000,26,Female,FALSE,15,54381.33862459467
2000,23,Male,FALSE,54,35687.75347239025
2022,37,Female,TRUE,25,50000
2019,26,Male,FALSE,75,22233.125983797672
1990,20,Female,FALSE,5,14557.549907519611
2014,20,Male,FALSE,7,10422.342850755831
2000,56,Female,FALSE,10,50982.504960557504
2000,58,Female,FALSE,5,49283.08812853892
1990,21,Female,FALSE,10,7948.422249505708
2009,53,Female,TRUE,15,40772.460781054346
2014,43,Male,FALSE,20,47572.41370248329
2014,61,Female,FALSE,20,10348.171273120277
2009,39,Male,FALSE,15,0
2019,40,Female,TRUE,30,23046.95179591053
2014,59,Male,FALSE,25,65138.71567
2014,41,Female,FALSE,147,36347.78162030289
2019,31,Male,FALSE,15,14632.83991849616
2014,66,Male,FALSE,50,43266.75362073942
1990,18,Male,FALSE,20,4479.2461253906495
2022,29,Female,TRUE,20,36000
2022,77,Female,FALSE,60,37200
1990,29,Male,FALSE,30,31354.722877734548
2000,42,Female,FALSE,3,25491.252480278752
2009,58,Female,TRUE,55,119597.94540185241
2019,52,Male,FALSE,35,25069.497801541216
2019,60,Male,FALSE,10,0
2000,16,Female,FALSE,5,5608.075545661325
1990,41,Female,FALSE,30,0
2014,20,Male,FALSE,40,1977.9087369480878
1990,40,Female,FALSE,10,40313.21512851585
2014,29,Male,FALSE,15,25515.022706630334
2019,38,Male,FALSE,30,37006.75433392517
2009,55,Male,FALSE,10,54552.39601425521
2014,50,Male,TRUE,5,113541.85104450499
2009,36,Male,TRUE,40,148183.40091332214
2000,77,Male,FALSE,10,13255.451289744951
2019,48,Female,TRUE,20,127732.87999567119
2009,38,Male,TRUE,75,339767.3242856854
2000,32,Female,FALSE,30,110462.09408120792
2019,60,Female,TRUE,35,19763.03301257468
2019,38,Female,FALSE,10,38660.732250244546
1990,46,Female,FALSE,25,55990.57656738312
2009,48,Female,FALSE,20,74749.05682863285
2014,55,Male,FALSE,10,51920.10434488731
2019,24,Male,FALSE,30,66850.46797558274
2014,71,Male,TRUE,25,17850.626350956492
2014,29,Female,TRUE,20,129800.26086221827
2022,61,Male,FALSE,15,36000
2000,71,Female,FALSE,60,48603.32139573149
2022,41,Male,FALSE,5,20000
2000,49,Female,FALSE,10,23961.777331462024
1990,52,Female,FALSE,10,60469.82269277377
2009,36,Female,TRUE,15,175931.47714597304
2022,80,Male,FALSE,30,100000
2022,37,Female,TRUE,35,100000
2019,36,Male,FALSE,15,66388.04093185054
2014,59,Female,FALSE,30,12570.84621626569
2014,41,Male,FALSE,45,10460.66483
1990,33,Male,TRUE,40,67188.69188085974
2009,47,Male,TRUE,15,54362.82643810567
2009,35,Female,FALSE,20,31367.627708196746
2000,19,Male,FALSE,20,15294.75148816725
2000,52,Male,FALSE,170,8497.084160092916
2000,38,Male,TRUE,10,254912.52480278752
1990,44,Female,FALSE,5,23292.07985203138
2019,52,Female,TRUE,60,192283.80358794206
2022,35,Male,FALSE,8,30000
1990,39,Male,FALSE,20,0
2022,23,Male,FALSE,30,25000
2022,51,Male,TRUE,10,70000
2022,58,Male,TRUE,35,140000
2009,52,Female,FALSE,60,72281.92471888816
2000,46,Male,FALSE,10,50982.504960557504
2022,53,Female,FALSE,40,41100
2019,42,Male,FALSE,15,179064.57109273618
2014,34,Male,FALSE,10,33596.01609002386
2000,42,Male,FALSE,30,73074.92377679909
2014,36,Male,FALSE,5,49447.71842
2019,31,Female,FALSE,45,65656.62786020481
2014,32,Female,TRUE,10,17848.153965035308
2022,64,Male,TRUE,15,50000
2022,28,Female,FALSE,10,50000
1990,67,Male,FALSE,1,0
2009,58,Male,FALSE,15,3397.250461787743
2000,36,Male,TRUE,15,74094.57387601024
2022,17,Female,FALSE,5,3500
2009,22,Male,TRUE,15,8182.859402138281
2000,34,Male,TRUE,20,84970.84160092917
2009,21,Male,FALSE,15,22475.587157873146
2022,66,Male,TRUE,30,150000
2019,51,Female,FALSE,10,14632.83991849616
2009,58,Male,FALSE,20,59273.905889288995
2009,67,Female,FALSE,15,10787.736311818968
1990,25,Female,TRUE,25,17916.984501562598
2014,23,Female,FALSE,10,17599.679179956205
1990,60,Female,FALSE,30,22396.23062695325
2009,55,Female,FALSE,15,50795.09973877338
2000,36,Male,TRUE,35,110462.09408120792
2019,44,Male,FALSE,10,52440.829229185045
1990,34,Male,FALSE,30,51511.330441992475
2009,42,Female,TRUE,60,269700.22684497596
2014,53,Male,FALSE,45,18238.790940582556
2000,36,Male,TRUE,10,152947.5148816725
1990,45,Male,TRUE,80,110368.62452962561
2014,55,Male,FALSE,20,80771.61185215694
1990,27,Male,TRUE,5,99972.29427
2022,29,Female,TRUE,10,37000
1990,23,Male,FALSE,20,40313.21512851585
2014,46,Male,FALSE,55,61809.64802962775
1990,61,Male,TRUE,30,59797.935773965175
2014,22,Female,TRUE,90,30904.824014813876
1990,22,Male,FALSE,40,29115.099815039222
2019,22,Male,FALSE,10,5150.7962791953005
2014,20,Male,FALSE,20,21687.769300635784
2009,60,Female,TRUE,30,2823.0864937377073
2019,75,Female,FALSE,10,0
2019,40,Male,TRUE,20,588527.6936180643
2014,37,Female,FALSE,25,48378.41151278964
2022,22,Female,FALSE,5,22000
2014,21,Male,FALSE,15,18856.887420878833
2019,49,Male,FALSE,45,41782.1148
1990,47,Female,FALSE,30,40313.21512851585
1990,51,Female,FALSE,25,75027.37260029338
1990,25,Male,FALSE,12,26875.476752343897
2019,31,Female,TRUE,60,81268.11907174808
2009,31,Female,TRUE,60,68190.49502
2019,58,Female,TRUE,25,63410.880682475654
2014,52,Female,FALSE,30,15309.01362
2019,35,Male,FALSE,10,24388.44807129206
1990,38,Male,FALSE,90,0
2022,52,Male,FALSE,45,80000
2014,52,Female,FALSE,15,3062.0499633877585
2022,42,Female,TRUE,10,35000
2009,28,Female,TRUE,40,40772.460781054346
2000,37,Male,FALSE,25,21752.53544983787
2022,23,Female,TRUE,15,80000
2000,54,Male,FALSE,30,37387.170304408835
2014,40,Female,FALSE,20,17469.878919093986
2019,52,Female,FALSE,45,29644.54951886202
2019,28,Female,FALSE,25,22892.427907534668
2019,51,Female,TRUE,35,17906.45710927362
2014,23,Male,FALSE,45,0
2022,49,Male,TRUE,10,103000
2000,37,Male,TRUE,5,91768.50892900351
2009,26,Female,FALSE,30,29966.99494053074
2019,58,Male,TRUE,10,200308.74419092835
1990,39,Male,TRUE,30,103430.27228139549
2014,27,Male,FALSE,35,0
2000,45,Male,FALSE,50,37727.05367081255
2022,56,Female,FALSE,15,25000
2014,22,Male,FALSE,30,23449.344269480174
2019,70,Female,TRUE,10,14632.83991849616
2022,66,Female,FALSE,110,84000
2000,21,Female,FALSE,5,21072.768717030434
2019,42,Female,FALSE,2,45728.76936669588
2022,23,Male,FALSE,10,7000
2022,43,Male,TRUE,45,99000
2000,49,Female,TRUE,10,84970.84160092917
2009,59,Female,TRUE,10,70671.26522656727
2009,58,Female,FALSE,30,40914.29701069141
2009,49,Male,FALSE,5,0
2022,34,Female,TRUE,45,15000
2000,42,Male,FALSE,7,24641.54406426946
2019,48,Male,FALSE,10,27791.40747974709
2019,30,Male,TRUE,10,15150.208789206445
2000,70,Female,FALSE,30,2379.1835648260167
2014,38,Male,TRUE,20,489842.6968277605
2014,50,Female,FALSE,20,33169.529518619434
2019,32,Male,FALSE,30,103652.33507973548
2000,27,Male,FALSE,155,40786.00397
2009,47,Female,FALSE,5,16365.718804276563
2009,29,Male,TRUE,15,122316.01853326267
2014,25,Male,FALSE,20,21501.104163586308
2019,56,Male,TRUE,15,39394.43456468103
2014,60,Male,FALSE,140,50284.62105802336
2014,62,Male,FALSE,3,1257.2082409226284
2022,41,Male,TRUE,5,140000
2022,19,Male,FALSE,30,6000
2019,39,Male,TRUE,30,158526.62939549144
2000,33,Female,FALSE,25,19373.35188501185
1990,29,Female,FALSE,15,11198.115313476625
2019,48,Female,FALSE,14,17906.45710927362
2019,53,Male,FALSE,20,46614.70632671747
1990,21,Female,FALSE,10,44792.46125
1990,54,Female,FALSE,45,41433.02665986351
2014,31,Female,TRUE,7,42991.08259052729
2019,59,Male,FALSE,50,98812.87582008264
2022,37,Male,TRUE,30,60000
2019,60,Female,FALSE,15,41901.15542055608
2019,64,Male,FALSE,30,81268.11907174808
2014,57,Male,FALSE,10,48378.41151278964
2022,24,Male,FALSE,5,89000
2019,47,Female,TRUE,20,114462.13953767334
2009,48,Male,FALSE,20,89980.0858
2014,44,Female,FALSE,5,38299.73030507854
2014,20,Female,FALSE,5,32699.776193594265
2019,42,Female,FALSE,20,32629.72211800454
2014,58,Male,FALSE,60,16070.508487703215
2014,35,Male,FALSE,20,122289.1524336579
2000,34,Male,FALSE,10,20393.00198
2019,19,Male,FALSE,10,2222.854749821616
1990,35,Male,FALSE,20,31354.722877734548
2019,43,Male,TRUE,70,742333.9043790221
1990,24,Female,FALSE,2,2463.5853689648575
2009,38,Male,FALSE,30,74916.80544637667
2009,26,Female,TRUE,40,57280.01581496797
2000,74,Female,FALSE,10,0
2019,71,Female,TRUE,10,18063.27024044023
2019,46,Male,FALSE,1,0
2014,32,Male,FALSE,60,0
2022,51,Female,TRUE,5,50000
2009,18,Female,FALSE,25,4233.265930706204
2000,23,Female,FALSE,25,74774.34060881767
